ID;Fornecedor;Série;Número;Parc.;Vencimento;CCL;ObservaçãoOriginal;PLACA TRATATIVA;OPERAÇÃO;TIPO DO VEÍCULO;OBSERVAÇÃO DEFINITIVA;DATA DEFINITIVA MULTA;DATA CRIPTOGRAFADA;Vlr. Total;Vlr. Baixa;Vlr. Saldo;Mês / Ano Venc.
392513;DEPARTAMENTO ESTADUAL DE TRANSITO;F;433985809;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;SET2G02-AVANCAR O SINAL VERMELHO DO SEMAFORO - EXC HOUVER SINALIZ -30/05/2025-09:07;SET2G02;JBS S/A - DIAMANTINO 02.916.265/0104-75;;AVANCAR O SINAL VERMELHO DO SEMAFORO EXC HOUVER SINALIZ;30/05/2025;45807;234,78;234,78;0;01/08/2025
392525;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2062412;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO;SEP1C54-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-07/06/2025-09:00;SEP1C54;JBS S.A. NAVIRAI 02.916.265/0076-87;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;07/06/2025;45815;156,19;156,19;0;01/08/2025
392752;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;R;925891789;01/01/2025;08/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;ENU0G18-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-06/05/2025-15:09;ENU0G18;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;06/05/2025;45783;104,13;104,13;0;01/08/2025
392756;FUNDACAO DEPARTAMENTO DE ESTRADAS DE RODAGEN-RJ FUNDERJ;J;1803645;01/01/2025;08/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;EXM1J45-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-19/05/2025-15:48;EXM1J45;NÃO LOCALIZADA;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;19/05/2025;45796;78,09;78,09;0;01/08/2025
392759;DEPARTAMENTO DE TRANSITO DETRAN;T;2788750;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;FFN9D47-ESTACIONAR NA PISTA DE ROLAMENTO DAS VIAS DOTADAS DE ACOSTAMENTO-04/06/2025-15:02;FFN9D47;JBS S/A - BARRETOS BTM 02.916.265/0033-47;;ESTACIONAR NA PISTA DE ROLAMENTO DAS VIAS DOTADAS DE ACOSTAMENTO;04/06/2025;45812;234,78;234,78;0;01/08/2025
392760;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1254356;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;FOI2D26-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA REGULAMENTACAO -17/04/2025-08:12;FOI2D26;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;17/04/2025;45764;78,1;78,1;0;01/08/2025
392951;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE (SIE);N;2485019;01/01/2025;14/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GAY7E49-DEIXAR DE CONSERVAR VEIC NA FAIXA A ELE DESTINADA-13/06/2025-10:27;GAY7E49;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;DEIXAR DE CONSERVAR VEIC NA FAIXA A ELE DESTINADA;13/06/2025;45821;78,09;78,09;0;01/08/2025
393105;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DO PARANA;T;2033533;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;DRS5A82-CONDUZIR O VEICULO COM EQUIPAMENTO OU ACESSORIO PROIBIDO-15/04/2025-10:06;DRS5A82;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0009-01;;CONDUZIR O VEICULO COM EQUIPAMENTO OU ACESSORIO PROIBIDO;15/04/2025;45762;117,14;117,14;0;01/08/2025
393107;MUNICIPIO DE BRAGANCA PAULISTA;R;5724961;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;TAP0H54-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -13/03/2025-14:38;TAP0H54;JBS SA - INDAIATUBA 02.916.265/0391-04;;TRANSITAR EM LOC;13/03/2025;45729;78,09;78,09;0;01/08/2025
393109;MUNICIPIO DE BRAGANCA PAULISTA;R;5723921;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;TAP0H54-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO-19/03/2025-14:45;TAP0H54;JBS SA - INDAIATUBA 02.916.265/0391-04;;TRANSITAR EM LOC;19/03/2025;45735;78,09;78,09;0;01/08/2025
393111;MUNICIPIO DE BRAGANCA PAULISTA;R;5724501;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;TAL4J21-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO-19/03/2025-09:54;TAL4J21;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM LOC;19/03/2025;45735;78,09;78,09;0;01/08/2025
393117;MUNICIPIO DE BRAGANCA PAULISTA;R;5726211;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;TAL4J21-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-19/03/2025-19:56;TAL4J21;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM LOC;19/03/2025;45735;78,09;78,09;0;01/08/2025
393121;MUNICIPIO DE BRAGANCA PAULISTA;R;5717871;01/01/2025;11/08/2025;MULTAS DE TRÂNSITO;TAS4F63-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO-18/03/2025-16:33;TAS4F63;JBS SA - INDAIATUBA 02.916.265/0391-04;;TRANSITAR EM LOC;18/03/2025;45734;78,09;78,09;0;01/08/2025
393398;FUNDACAO DEPARTAMENTO DE ESTRADAS DE RODAGEN-RJ FUNDERJ;N;2020014;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GGG7D16- DEIXAR DE REDUZIR A VELOCIDADE DE FORMA COMPATIVEL COM A-30/04/2025-07:29  COBRADO VALOR DE 234,26 NA RESCISAO MULTA COM 40% EM DUPLICIDADE;GGG7D16;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;DEIXAR DE REDUZIR A VELOCIDADE DE FORMA COMPATIVEL COM A;30/04/2025;45777;117,13;117,13;0;01/08/2025
393410;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1L;5713181;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FDL4J35-DEIXAR DE ADENTRAR AS AREAS DEST A PESAGEM-13/05/2025-09:23 FOI GERADO BOLETO 40% DESTA FORMA NAO INDICA;FDL4J35;NÃO LOCALIZADA;;DEIXAR DE ADENTRAR AS AREAS DEST A PESAGEM;13/05/2025;45790;117,13;117,13;0;01/08/2025
393533;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1257056;01/01/2025;12/08/2025;MULTAS DE TRÂNSITO;FSU9A94-TRANSITAR EM LOCAL NAO PERMITIDO PELA REG-22/04/2025-07:50;FSU9A94;COMPANHIA DE ALIMENTOS UNIAVES 07.144.671/0001-75;;TRANSITAR EM LOCAL NAO PERMITIDO PELA REG;22/04/2025;45769;78,1;78,1;0;01/08/2025
393541;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1697789;01/01/2025;12/08/2025;MULTAS DE TRÂNSITO;FLL9F81-MULTA POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-07/02/2025-09:00;FLL9F81;EMC 17.118.587/0001-30;;MULTA POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;07/02/2025;45695;156,19;156,19;0;01/08/2025
393545;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1255779;01/01/2025;12/08/2025;MULTAS DE TRÂNSITO;FOI2D26-TRANSITAR EM LOCAL NAO PERMITIDO PELA REGULAMENTACAO-22/04/2025-08:50;FOI2D26;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOCAL NAO PERMITIDO PELA REGULAMENTACAO;22/04/2025;45769;78,1;78,1;0;01/08/2025
393563;PREFEITURA MUNICIPAL DE JABOTICABAL;T;38010;01/01/2025;12/08/2025;MULTAS DE TRÂNSITO;TAP5B91-TRANSITAR EM LOCAL NAO PERMITIDO PELA REG-16/05/2025-13:39;TAP5B91;JBS S/A - BARRETOS BTM 02.916.265/0033-47;;TRANSITAR EM LOCAL NAO PERMITIDO PELA REG;16/05/2025;45793;78,09;78,09;0;01/08/2025
393571;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1710999;01/01/2025;12/08/2025;MULTAS DE TRÂNSITO;SEJ3J86-MULTA POR NAO IDENT DO CONDUTOR INFRATOR-29/01/2025-09:00;SEJ3J86;BRF S.A. 01.838.723/0105-13;;MULTA POR NAO IDENT DO CONDUTOR INFRATOR;29/01/2025;45686;156,19;156,19;0;01/08/2025
393887;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1L;6048112;01/01/2025;21/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;TAP1C30-DEIXAR DE ADENTRAR AS AREAS DESTINADAS A PESAGEM VEIC-15/05/2025-15:21;TAP1C30;JBS SA - INDAIATUBA 02.916.265/0391-04;;DEIXAR DE ADENTRAR AS AREAS DESTINADAS A PESAGEM VEIC;15/05/2025;45792;117,13;117,13;0;01/08/2025
393918;PREFEITURA DE VOLTA REDONDA RJ;M;31648038;01/01/2025;14/08/2025;MULTAS DE TRÂNSITO;ENN9I94-ESTACIONAR NA PISTA DE ROLAMENTO DAS RODOVIAS-04/06/2025-17:09;ENN9I94;AGIONMIX 34.516.886/0001-42;;ESTACIONAR NA PISTA DE ROLAMENTO DAS RODOVIAS;04/06/2025;45812;234,77;234,77;0;01/08/2025
394379;PREFEITURA ITAPECERICA DA SERRA;O;600189;01/01/2025;15/08/2025;MULTAS DE TRÂNSITO;BEH7B25-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-15/04/2025-08:20;BEH7B25;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;TRANSITAR EM LOC;15/04/2025;45762;104,12;104,12;0;01/08/2025
394397;DEPARTAMENTO DE ESTRADAS DE RODAGEM;S;43466225;01/01/2025;15/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FWK0B76-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-23/01/2025-16:52;FWK0B76;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;23/01/2025;45680;130,16;130,16;0;01/08/2025
394411;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;S;43564150;01/01/2025;15/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;SEV4A85-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-30/01/2025-07:44;SEV4A85;JBS S.A. - NOVA ANDRADINA 02.916.265/0202-76;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;30/01/2025;45687;130,16;130,16;0;01/08/2025
394757;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;2837957;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO;GAY3G79-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-24/04/2025-16:26-NAO TRATADO COM CONDUTOR ;GAY3G79;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;24/04/2025;45771;78,09;78,09;0;01/08/2025
394758;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;2266727;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;TAT2J87-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-27/04/2025-12:04;TAT2J87;ITAUEIRA AGROPECUARIA SA 07.231.103/0008-88;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;27/04/2025;45774;78,09;78,09;0;01/08/2025
394759;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1DI;1097581;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO;TAV376-CONDUZIR VEIC C/ DEFEITO NO SIST DE ILUMICAO-29/04/2025-20:53;VERIFICAR;NÃO LOCALIZADA;;CONDUZIR VEIC;29/04/2025;45776;78,09;78,09;0;01/08/2025
394761;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;2175207;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GFL5I02-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-23/04/2025-14:27;GFL5I02;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;23/04/2025;45770;78,09;78,09;0;01/08/2025
394762;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;1731657;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FJI2I15-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-25/04/2025-11:22;FJI2I15;C.VALE - COOPERATIVA AGROINDUSTRIAL 77.863.223/0043-66;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;25/04/2025;45772;78,09;78,09;0;01/08/2025
394763;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;563637;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FUC7I56-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-17/04/2025-17:06;FUC7I56;MINERVA S.A  67.620.377/0001-14;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;17/04/2025;45764;78,09;78,09;0;01/08/2025
394764;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1L;6042631;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GAW9J05-DEIXAR DE ADENTRAR AS AREAS DESTINADAS A PESAGEM-23/04/2025-09:59;GAW9J05;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;DEIXAR DE ADENTRAR AS AREAS DESTINADAS A PESAGEM;23/04/2025;45770;117,13;117,13;0;01/08/2025
394765;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;3168287;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;ENN9I94-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-06/05/2025-19:27;ENN9I94;AGIONMIX 34.516.886/0001-42;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;06/05/2025;45783;78,09;78,09;0;01/08/2025
394767;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1U;9713729;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;EOC1I56-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-10/04/2025-12:06;EOC1I56;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;10/04/2025;45757;78,09;78,09;0;01/08/2025
394768;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;494127;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;DIE6B71-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-16/04/2025-16:38;DIE6B71;BAGLEY DO BRASIL ALIMENTOS LTDA 06.042.467/0008-57;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;16/04/2025;45763;78,09;78,09;0;01/08/2025
394769;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;583707;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;DEI2C67-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-15/04/2025-12:35;DEI2C67;JBS S/A - BARRETOS BTM 02.916.265/0033-47;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;15/04/2025;45762;78,09;78,09;0;01/08/2025
394770;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;2016387;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;EEU3F01-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-22/04/2025-12:32;EEU3F01;JBS S/A - BAURU 02.916.265/0306-62;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;22/04/2025;45769;78,09;78,09;0;01/08/2025
394771;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;4217167;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO;GAP4G01-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-10/05/2025-12:21- JA COBRADO PX- CARLOS CESAR DOMINGUES;GAP4G01;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;10/05/2025;45787;78,09;78,09;0;01/08/2025
394772;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1259619;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO;FOI2D26-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO-24/04/2025-08:00;FOI2D26;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;24/04/2025;45771;78,1;78,1;0;01/08/2025
394827;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;321367;01/01/2025;18/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;DEI2C67-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-14/04/2025-07:22;DEI2C67;JBS S/A - BARRETOS BTM 02.916.265/0033-47;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;14/04/2025;45761;131,46;131,46;0;01/08/2025
395019;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1B;496909;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;TBG7I12-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-24/06/2025-19:42;TBG7I12;EMC 17.118.587/0001-30;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;24/06/2025;45832;78,09;78,09;0;01/08/2025
395048;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1665432;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;SXD4E02-MULTA POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-15/01/2025-09:00 NÚMERO RENAINF MULTA ORIGINAL 08340811436;SXD4E02;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;MULTA POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;15/01/2025;45672;260,32;260,32;0;01/08/2025
395053;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2143219;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;ATW1118-MULTA POR NAO IDENTIFICACAO D OCONDUTOR-18/06/2025-09:00-;ATW1118;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;MULTA POR NAO IDENTIFICACAO D OCONDUTOR;18/06/2025;45826;156,19;156,19;0;01/08/2025
395098;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2131454;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;FRV3093-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-18/08/2025-09:00;FRV3093;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;18/08/2025;45887;234,28;234,28;0;01/08/2025
395099;TRANSPORTES MAROSO LTDA;N;2144504;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;TAI2H65-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-18/06/2025-09:00;TAI2H65;JBS S.A. - NOVA ANDRADINA 02.916.265/0202-76;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;18/06/2025;45826;156,19;156,19;0;01/08/2025
395100;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;V;2152102;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;TAV3I76-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-18/06/2025-09:00;TAV3I76;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;18/06/2025;45826;156,19;156,19;0;01/08/2025
395101;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2141360;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;FHC2697-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-18/06/2025-09:00;FHC2697;NÃO LOCALIZADA;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;18/06/2025;45826;156,19;156,19;0;01/08/2025
395103;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2152035;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;GHM2C51-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-19/06/2025-09:00;GHM2C51;LAR COOPERATIVA AGROINDUSTRIAL - CASCAVEL 77.752.293/0142-29;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;19/06/2025;45827;156,19;156,19;0;01/08/2025
395105;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2143347;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO;GHM2C51-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-18/06/2025-09:00;GHM2C51;LAR COOPERATIVA AGROINDUSTRIAL - CASCAVEL 77.752.293/0142-29;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;18/06/2025;45826;156,19;156,19;0;01/08/2025
395107;SECRETARIA DE INFRA-ESTRUTURA;R;3506809;01/01/2025;19/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;SFH3G88-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-14/03/2025-14:49;SFH3G88;JBS S/A - ITAPETINGA  02.916.265/0112-85;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;14/03/2025;45730;131,46;131,46;0;01/08/2025
395329;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1701039;01/01/2025;20/08/2025;MULTAS DE TRÂNSITO;SFG0J37-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-29/01/2025-09:00;SFG0J37;JBS S/A - GOIANIA 02.916.265/0005-93;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;29/01/2025;45686;260,32;260,32;0;01/08/2025
395334;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1697774;01/01/2025;20/08/2025;MULTAS DE TRÂNSITO;GHA3E93-Multa, por não identificação do condutor infrator, imposta à pessoa jurídica-07/02/2025-09:00;GHA3E93;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;Multa, por não identificação do condutor infrator, imposta à pessoa jurídica;07/02/2025;45695;390,46;390,46;0;01/08/2025
395336;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1697769;01/01/2025;20/08/2025;MULTAS DE TRÂNSITO;FRV3093-Multa, por não identificação do condutor infrator, imposta à pessoa jurídica-07/02/2025-09:00;FRV3093;FRISA FRIGORIFICO RIO DOCE S/A - NANUQUE  27.497.684/0007-20;;Multa, por não identificação do condutor infrator, imposta à pessoa jurídica;07/02/2025;45695;260,32;260,32;0;01/08/2025
395338;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1697763;01/01/2025;20/08/2025;MULTAS DE TRÂNSITO;EYN3A56-Multa, por não identificação do condutor infrator, imposta à pessoa jurídica-07/02/2025-09:00;EYN3A56;BRF S.A. 01.838.723/0105-13;;Multa, por não identificação do condutor infrator, imposta à pessoa jurídica;07/02/2025;45695;260,32;260,32;0;01/08/2025
395408;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;4197887;01/01/2025;21/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;SES4H87-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-10/05/2025-18:42;SES4H87;NÃO LOCALIZADA;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;10/05/2025;45787;78,09;78,09;0;01/08/2025
395410;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1AA;2494432;01/01/2025;21/08/2025;MULTAS DE TRÂNSITO;EZX6512-MULTA POR NAO IDENT DO CONDUTOR INFRATOR-31/01/2025-08:37- MULTA ORIGINADA DO AUTO 1DH093737-1;EZX6512;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;MULTA POR NAO IDENT DO CONDUTOR INFRATOR;31/01/2025;45688;156,19;156,19;0;01/08/2025
395412;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;4373807;01/01/2025;21/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FOD6D45-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%-11/05/2025-15:15;FOD6D45;LAR COOPERATIVA AGROINDUSTRIAL - ROLANDIA  77.752.293/0150-39;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%;11/05/2025;45788;78,09;78,09;0;01/08/2025
395413;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1DI;588731;01/01/2025;21/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;CUF6B63 -DEIXAR O CONDUTOR DE USAR O CINTO SEGURANCA-18/05/2025-08:45;CUF6B63;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;DEIXAR O CONDUTOR DE USAR O CINTO SEGURANCA;18/05/2025;45795;117,13;117,13;0;01/08/2025
395414;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1AA;2494422;01/01/2025;21/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GEO7D02-Multa, por nao identificacao do condutor infrator, imposta a pessoa-31/01/2025-08:01-MULTA ORIGINADA DO AUTO 1DH081477-1;GEO7D02;AGIONMIX 34.516.886/0001-42;;Multa, por nao identificacao do condutor infrator, imposta a pessoa;31/01/2025;45688;156,19;156,19;0;01/08/2025
