ID;Fornecedor;Série;Número;Parc.;Vencimento;CCL;ObservaçãoOriginal;PLACA TRATATIVA;OPERAÇÃO;TIPO DO VEÍCULO;OBSERVAÇÃO DEFINITIVA;DATA DEFINITIVA MULTA;DATA CRIPTOGRAFADA;Vlr. Total;Vlr. Baixa;Vlr. Saldo;Mês / Ano Venc.
389819;MUNICIPIO DE VINHEDO;R;5710015;01/01/2025;29/07/2025;MULTAS DE TRÂNSITO;TBC1E06-TRANSITAR VELOCIDADE SUP MAX PERMITIDA ATE 20%-01/04/2025 18:16;TBC1E06;JBS SA - INDAIATUBA 02.916.265/0391-04;;TRANSITAR VELOCIDADE SUP MAX PERMITIDA ATE 20%;01/04/2025;45748;104,13;104,13;0;01/07/2025
389820;MUNICIPIO DE NOVA ODESSA;R;33169;01/01/2025;29/07/2025;MULTAS DE TRÂNSITO;"TBB7G16-TRANSITA LOCAL NAO PERMITIDO-18/03/2025 15;27";TBB7G16;NÃO LOCALIZADA;;TRANSITA LOCAL NAO PERMITIDO;18/03/2025;45734;131,46;131,46;0;01/07/2025
390196;FUNDACAO DEPARTAMENTO DE ESTRADAS DE RODAGEN-RJ FUNDERJ;R;926311891;01/01/2025;30/07/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;SFF4H14-TRANSITAR EM VEL SUPERIOR MAX PERMITIDA EM ATE 20%-09/05/2025 20:13;SFF4H14;AUSTER NUTRICAO ANIMAL LTDA 07.544.518/0001-35;;TRANSITAR EM VEL SUPERIOR MAX PERMITIDA EM ATE 20%;09/05/2025;45786;104,13;104,13;0;01/07/2025
390203;DEPARTAMENTO DE ESTRADAS DE RODAGEM;R;925776831;01/01/2025;30/07/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;BAQ5134-TRANSITAR EM VEL SUP A MAX PERMITIDA EM ATE 20%-05/05/2025 15:13;BAQ5134;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VEL SUP A MAX PERMITIDA EM ATE 20%;05/05/2025;45782;104,13;104,13;0;01/07/2025
390344;COMPANHIA DE ENGENHARIA DE TRAFEGO;8ZA;1137219;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;TBA0G40-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-31/03/2025 14:19;TBA0G40;NÃO LOCALIZADA;;TRANSITAR EM LOC;31/03/2025;45747;131,46;131,46;0;01/07/2025
390345;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1235846;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;TBA0G40-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-01/04/2025 13:28;TBA0G40;NÃO LOCALIZADA;;TRANSITAR EM LOC;01/04/2025;45748;131,46;131,46;0;01/07/2025
390346;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1250306;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;TAZ9C80-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-14/04/2025 17:06;TAZ9C80;NÃO LOCALIZADA;;TRANSITAR EM LOC;14/04/2025;45761;131,46;131,46;0;01/07/2025
390348;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1252108;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;TAZ9C80-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-15/04/2025 19:00;TAZ9C80;NÃO LOCALIZADA;;TRANSITAR EM LOC;15/04/2025;45762;131,46;131,46;0;01/07/2025
390523;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1241380;01/01/2025;28/08/2025;MULTAS DE TRÂNSITO;GIA7D28-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -07/04/2025 10:52;GIA7D28;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;07/04/2025;45754;78,1;78,1;0;01/08/2025
390540;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;N;1517647;01/01/2025;01/08/2025;MULTAS DE TRÂNSITO;SFG0J37-DESOBEDECER AS ORDENS EMANADAS DA AUTORID COMPET DE-18/02/2025-17:51;SFG0J37;JBS S/A - ITAPETINGA  02.916.265/0112-85;;DESOBEDECER AS ORDENS EMANADAS DA AUTORID COMPET DE;18/02/2025;45706;117,13;117,13;0;01/08/2025
390601;PREFEITURA MUNICIPAL PINDAMONHANGABA;N;440090513;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;CUG2G53-NAO IDENTIFICACAO CONDUTOR-08/02/2025 07:00;CUG2G53;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;NAO IDENTIFICACAO CONDUTOR;08/02/2025;45696;265,78;265,78;0;01/07/2025
390608;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1235920;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;FDM9D23-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -02/04/2025 07:17;FDM9D23;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;02/04/2025;45749;131,46;131,46;0;01/07/2025
390615;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1250951;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;TAU2I54-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA 15/04/2025 07:00;TAU2I54;NÃO LOCALIZADA;;TRANSITAR EM LOC;15/04/2025;45762;131,46;131,46;0;01/07/2025
390655;MUNICIPIO DE PIRACICABA;S;430761444;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;FEJ4F99-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA REGUL -17/03/2025 10:16;FEJ4F99;MARFRIG - PROMISSAO I 03.853.896/0003-01;;TRANSITAR EM LOC;17/03/2025;45733;131,46;131,46;0;01/07/2025
390658;MUNICIPIO DE PIRACICABA;S;430756576;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;BAW7221-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA REGUL -16/02/2025 09:51;BAW7221;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM LOC;16/02/2025;45704;131,46;131,46;0;01/07/2025
390661;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1172193;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;TAL4J21-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA 28/01/2025 06:35;TAL4J21;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM LOC;28/01/2025;45685;134,37;134,37;0;01/07/2025
390668;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DO PARANA;Z;606343;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;ENI5J35-EM MOV DEIX DE MAN ACES LUZ BAIXA DE DIA EM ROD PIS SIMPL SIT -13/02/2025 10:43;ENI5J35;NÃO LOCALIZADA;;EM MOV DEIX DE MAN ACES LUZ BAIXA DE DIA EM ROD PIS SIMPL SIT;13/02/2025;45701;131,46;131,46;0;01/07/2025
390681;MUNICIPIO DE SOROCABA;C;2651750;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;TAP5B90-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA REGUL -05/02/2025 06:54;TAP5B90;JBS SA - INDAIATUBA 02.916.265/0391-04;;TRANSITAR EM LOC;05/02/2025;45693;132,89;132,89;0;01/07/2025
390688;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;12080900;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GHL2G93-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-08/03/2025 10:14;GHL2G93;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;TRANSITAR EM LOC;08/03/2025;45724;131,46;131,46;0;01/07/2025
390722;COMPANHIA DE ENGENHARIA DE TRAFEGO;4ZA;1013753;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GDA8I36-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA  10/04/2025 16:03;GDA8I36;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM LOC;10/04/2025;45757;131,46;131,46;0;01/07/2025
390732;COMPANHIA DE ENGENHARIA DE TRAFEGO;SIC;2615176;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;CUG2G53-ESTACIONAR EM DESACORDO COM A REGULAMENTACAO -  13/01/2025 09:14;CUG2G53;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;ESTACIONAR EM DESACORDO COM A REGULAMENTACAO;13/01/2025;45670;201,55;201,55;0;01/07/2025
390733;COMPANHIA DE ENGENHARIA DE TRAFEGO;8ZA;1127800;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;FOI2D26-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -06/03/2025 11:47;FOI2D26;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;06/03/2025;45722;131,46;131,46;0;01/07/2025
390735;COMPANHIA DE ENGENHARIA DE TRAFEGO;SIC;1812572;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GAA2G14-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA  25/07/2025  18:20;GAA2G14;ARCOR DO BRASIL LTDA 54.360.656/0017-01;;TRANSITAR EM LOC;25/07/2025;45863;140,81;140,81;0;01/07/2025
390737;COMPANHIA DE ENGENHARIA DE TRAFEGO;8ZA;1131239;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;FOI2D26-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -14/03/2025 13:02;FOI2D26;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;14/03/2025;45730;131,46;131,46;0;01/07/2025
390740;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1250455;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GIA7D28-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-14/04/2025 18:16;GIA7D28;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;14/04/2025;45761;131,46;131,46;0;01/07/2025
390745;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1217813;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;FRF8G26-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -17/03/2025 17:08;FRF8G26;AUSTER NUTRICAO ANIMAL LTDA 07.544.518/0001-35;;TRANSITAR EM LOC;17/03/2025;45733;131,46;131,46;0;01/07/2025
390759;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1227406;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GHL2G93-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA 26/03/2025 07:43;GHL2G93;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;TRANSITAR EM LOC;26/03/2025;45742;131,46;131,46;0;01/07/2025
390773;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1207114;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;FOI2D26-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -07/03/2025 10:02;FOI2D26;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;07/03/2025;45723;131,46;131,46;0;01/07/2025
390780;COMPANHIA DE ENGENHARIA DE TRAFEGO;6VA;1631308;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;EJX6H96-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE-03/03/2025 11:44;EJX6H96;SOLUTION PANI 19.307.829/0001-60;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE;03/03/2025;45719;131,46;131,46;0;01/07/2025
390794;DEPARTAMENTO DE ESTRADAS DE RODAGEM;N;2255916;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;CSK8H95-CONDUZIR O VEICULO COM EQUIP OBRIGATORIO EM DESACORDO 04/06/2025 11:02;CSK8H95;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;CONDUZIR O VEICULO COM EQUIP OBRIGATORIO EM DESACORDO;04/06/2025;45812;156,18;156,18;0;01/07/2025
390804;MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;N;2283534;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;BEY6I87-CONDUZIR VEíC DE TRANSP PASSAG OU CARGA EM DESACORDO COM-04/06/2025 19:39;BEY6I87;JBS S.A. - NOVA ANDRADINA 02.916.265/0202-76;;CONDUZIR VEíC DE TRANSP PASSAG OU CARGA EM DESACORDO COM;04/06/2025;45812;104,12;104,12;0;01/07/2025
390817;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1251104;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;FSU9A94-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA-15/04/2025 07:44;FSU9A94;COMPANHIA DE ALIMENTOS UNIAVES 07.144.671/0001-75;;TRANSITAR EM LOC;15/04/2025;45762;131,46;131,46;0;01/07/2025
390845;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;J;1811233;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GHK3H63-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE-20/05/2025 11:04;GHK3H63;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE;20/05/2025;45797;78,09;78,09;0;01/07/2025
390956;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1U;6496289;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GIV1687-TRANSITAR VEL SUP PERMIT MAIS DE 20%-18/03/2025 12:07;GIV1687;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0009-01;;TRANSITAR VEL SUP PERMIT MAIS DE 20%;18/03/2025;45734;197,18;197,18;0;01/07/2025
390957;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1DH;9197601;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GIV1687-EVADIR-SE DE COBRANCA PELO USO DE RODOVIAS-19/03/2025 12:44;GIV1687;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0009-01;;EVADIRSE DE COBRANCA PELO USO DE RODOVIAS;19/03/2025;45735;197,18;197,18;0;01/07/2025
390958;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1DH;9219271;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GIV1687-EVADIR-SE DA COBRANCA PELO USO DE RODOVIAS-19/03/2025 16:06;GIV1687;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0009-01;;EVADIRSE DA COBRANCA PELO USO DE RODOVIAS;19/03/2025;45735;197,18;197,18;0;01/07/2025
390959;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1DH;9230821;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GIV1687-EVADIR-SE DE COBRANCA PELO USO DE RODOVIAS-19/03/2025 16:32;GIV1687;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0009-01;;EVADIRSE DE COBRANCA PELO USO DE RODOVIAS;19/03/2025;45735;197,18;197,18;0;01/07/2025
390960;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;3708277;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GIV1687-TRANSITAR EM VELOCIDADE SUP A MAXIMA PERMITIDA-06/05/2025 08:14;GIV1687;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUP A MAXIMA PERMITIDA;06/05/2025;45783;78,09;78,09;0;01/07/2025
390961;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1DH;8141011;01/01/2025;31/07/2025;MULTAS DE TRÂNSITO;GHK3H63-ESTACIONAR LOCALDE ESTACIONAMENTO E PARADA PROIBIDO-02/04/2025 02:27;GHK3H63;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0009-01;;ESTACIONAR LOCALDE ESTACIONAMENTO E PARADA PROIBIDO;02/04/2025;45749;197,18;197,18;0;01/07/2025
391049;COMPANHIA DE ENGENHARIA DE TRAFEGO;1A;6111586;01/01/2025;01/08/2025;MULTAS DE TRÂNSITO;BAQ1497-MULTA POR NAO INDICACAO CONDUTOR-17/04/2025-10:36;BAQ1497;NÃO LOCALIZADA;;MULTA POR NAO INDICACAO CONDUTOR;17/04/2025;45764;451,06;451,06;0;01/08/2025
391244;PREFEITURA DE ALAGOAS MACEIO;G;945300106;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO;AZZ7H40-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -06/06/2025 08:51;AZZ7H40;AB BRASIL IND E COM DE ALIM LTDA 60.934.551/0011-26;;TRANSITAR EM LOC;06/06/2025;45814;78,09;78,09;0;01/08/2025
391245;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1251211;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO;FOI2D26-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA -15/04/2025 08:18;FOI2D26;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;15/04/2025;45762;78,1;78,1;0;01/08/2025
391246;COMPANHIA DE ENGENHARIA DE TRAFEGO;SIC;2954297;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO;TAT8G49-DEIXAR DE CONSERVAR O VEICULO NA FAIXA A ELE DESTINADA -14/04/2025 10:01;TAT8G49;NÃO LOCALIZADA;;DEIXAR DE CONSERVAR O VEICULO NA FAIXA A ELE DESTINADA;14/04/2025;45761;78,1;78,1;0;01/08/2025
391291;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1R;2175864;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;ELP1C62-DEIXAR DE CONSERVAR O VEICULO NA FAIXA A ELE DESTINADA-08/05/2025-11:10;ELP1C62;AGIONMIX 34.516.886/0001-42;;DEIXAR DE CONSERVAR O VEICULO NA FAIXA A ELE DESTINADA;08/05/2025;45785;78,1;78,1;0;01/08/2025
391298;DEPARTAMENTO DE ESTRADAS DE RODAGEM DE GOIAS;R;28584467;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FUC7I56-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM MAIS-04/03/2025-17:06;FUC7I56;FORTUNCERES S A 289 52.168.923/0005-84;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM MAIS;04/03/2025;45720;195,23;195,23;0;01/08/2025
391476;DEPARTAMENTO ESTADUAL DE TRANSITO DE SERGIPE;S;45553827;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;AMZ5G06-TRANSITAR EM VELO SUP A MAXIA PEMITIDA-03/06/2025-18:31;AMZ5G06;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELO SUP A MAXIA PEMITIDA;03/06/2025;45811;78,1;78,1;0;01/08/2025
391488;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;AI;7211783;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;AYE6E70-TRANSITAR EM VELOCIDADE SUP A MAXIMA PERMITIDA-15/06/2025-13:24;AYE6E70;LAR COOPERATIVA AGROINDUSTRIAL - CASCAVEL 77.752.293/0142-29;;TRANSITAR EM VELOCIDADE SUP A MAXIMA PERMITIDA;15/06/2025;45823;104,13;104,13;0;01/08/2025
391494;COMPANHIA DE ENGENHARIA DE TRAFEGO;8ZA;1150451;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO;GIA7D28-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA REGULAMENTACAO-07/05/2025 11:01;GIA7D28;TEXTIL CANATIBA LTDA 56.723.091/0001-48;;TRANSITAR EM LOC;07/05/2025;45784;78,1;78,1;0;01/08/2025
391497;COMPANHIA DE ENGENHARIA DE TRAFEGO;6ZA;1250016;01/01/2025;04/08/2025;MULTAS DE TRÂNSITO;FSU9A94-TRANSITAR EM LOCAL/HORARIO NAO PERMITIDO PELA REGULAMENTACAO-08/04/2025 07:55;FSU9A94;COMPANHIA DE ALIMENTOS UNIAVES 07.144.671/0001-75;;TRANSITAR EM LOC;08/04/2025;45755;78,1;78,1;0;01/08/2025
391713;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2078595;01/01/2025;05/08/2025;MULTAS DE TRÂNSITO;BAQ5134-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-13/06/2025 09:00;BAQ5134;BELLO ALIMENTOS LTDA - ELDORADO 08.201.770/0012-67;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;13/06/2025;45821;156,19;156,19;0;01/08/2025
391714;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1837129;01/01/2025;05/08/2025;MULTAS DE TRÂNSITO;ATW1118-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-19/03/2025 09:00;ATW1118;C.VALE - COOPERATIVA AGROINDUSTRIAL 77.863.223/0043-66;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;19/03/2025;45735;156,19;156,19;0;01/08/2025
391729;DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES;S;43450575;01/01/2025;05/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FWJ4G65-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-22/01/2025-07:32;FWJ4G65;NÃO LOCALIZADA;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;22/01/2025;45679;104,13;104,13;0;01/08/2025
391739;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;1679842;01/01/2025;05/08/2025;MULTAS DE TRÂNSITO;FSZ3295-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-15/01/2025-09:00;FSZ3295;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;15/01/2025;45672;156,19;156,19;0;01/08/2025
392006;SECRETARIA DE INFRA-ESTRUTURA;E;448000727;01/01/2025;06/08/2025;MULTAS DE TRÂNSITO;TAX9E96-CONDUZIR O VEIC SEM QUALQUER UMA DAS PLACAS DE IDENT-18/06/2025-07:35;TAX9E96;JBS S.A.- CPG CAMPO GRANDE 02.916.265/0004-02;;CONDUZIR O VEIC SEM QUALQUER UMA DAS PLACAS DE IDENT;18/06/2025;45826;176,08;176,08;0;01/08/2025
392021;COMPANHIA DE ENGENHARIA DE TRAFEGO;7RA;1277214;01/01/2025;06/08/2025;MULTAS DE TRÂNSITO;SES3D46-TRANSITAR EM LOCA NAO PERMITIDO PELA REG-11/06/2025-09:20;SES3D46;NÃO LOCALIZADA;;TRANSITAR EM LOCA NAO PERMITIDO PELA REG;11/06/2025;45819;78,1;78,1;0;01/08/2025
392034;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;4066707;01/01/2025;06/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GFM9E15-TRANSITAR EM VEL SUPE A MAXIMA PERMITIDA EM ATE 20%-08/05/2025-12:23;GFM9E15;CONCEN LACTEOS 20.161.429/0001-78;;TRANSITAR EM VEL SUPE A MAXIMA PERMITIDA EM ATE 20%;08/05/2025;45785;78,1;78,1;0;01/08/2025
392216;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO ESTADO DO PARANA;Z;734263;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;FDL4J35-DEIXAR DE REDUZIR A VEL ONDE O TRANSITO ESTEJA SENDO CONTR. PELO AGENTE-17/06/2025-10:24;FDL4J35;NÃO LOCALIZADA;;DEIXAR DE REDUZIR A VEL ONDE O TRANSITO ESTEJA SENDO CONTR. PELO AGENTE;17/06/2025;45825;156,18;156,18;0;01/08/2025
392221;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1R;2137244;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;EJX6H96-DEIXAR DE CONSERVAR O VEICULO NA FAIXA A ELE DESTINADA PELA-30/04/2025-09:40;EJX6H96;SOLUTION PANI 19.307.829/0001-60;;DEIXAR DE CONSERVAR O VEICULO NA FAIXA A ELE DESTINADA PELA;30/04/2025;45777;78,1;78,1;0;01/08/2025
392227;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;2313317;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GHA3E93-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%-28/04/2025-05:59;GHA3E93;ITAUEIRA AGROPECUARIA SA 07.231.103/0008-88;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%;28/04/2025;45775;78,1;78,1;0;01/08/2025
392240;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1DI;1284601;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;EXM8392-DEIXAR O PASSAGEIRO DE USAR CINTO DE SEGURANCA-09/05/2025-07:42;EXM8392;ARCOR DO BRASIL LTDA 54.360.656/0030-89;;DEIXAR O PASSAGEIRO DE USAR CINTO DE SEGURANCA;09/05/2025;45786;117,14;117,14;0;01/08/2025
392249;DEPARTAMENTO DE ESTRADAS DE RODAGEM;1V;5253227;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO CONTA MOTORISTA;GHA3E93 -TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%-17/05/2025-14:25;GHA3E93;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA EM ATE 20%;17/05/2025;45794;78,1;78,1;0;01/08/2025
392312;DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL;N;2062419;01/01/2025;06/08/2025;MULTAS DE TRÂNSITO;FCM6961-MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR-07/06/2025-09:00;FCM6961;LAR COOPERATIVA AGROINDUSTRIAL - MATELANDIA 77.752.293/0060-48;;MULTA, POR NAO IDENTIFICACAO DO CONDUTOR INFRATOR;07/06/2025;45815;156,19;156,19;0;01/08/2025
392504;DEPARTAMENTO DE ESTRADAS DE RODAGEM DE GOIAS;R;29156437;01/01/2025;07/08/2025;MULTAS DE TRÂNSITO;CUF6B63-TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA-12/06/2025-20:37;CUF6B63;AB BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA 60.934.551/0004-05;;TRANSITAR EM VELOCIDADE SUPERIOR A MAXIMA PERMITIDA;12/06/2025;45820;78,1;78,1;0;01/08/2025
